cord_id,utility_id_ferc1,report_year,plant_name_ferc1,fuel_type_code_pudl,fuel_unit,fuel_qty_burned,fuel_mmbtu_per_unit,fuel_cost_per_unit_burned,fuel_cost_per_unit_delivered,fuel_cost_per_mmbtu,
f1_fuel_1994_12_1_0_7,1,1994,rockport,coal,ton,5377489.00,16.59,18.59,18.53,1.12,
f1_fuel_1994_12_1_0_10,1.00,1994.00,rockport total plant,coal,ton,10486945.0,16.59,18.58,18.53,1.12,
f1_fuel_1994_12_2_0_1,2.00,1994.00,gorgas,coal,ton,2978683.00,24.13,39.72,38.12,1.65,
f1_fuel_1994_12_2_0_7,2.00,1994.00,barry,coal,ton,3739484.00,23.95,47.21,45.99,1.97,
f1_fuel_1994_12_2_0_10,2.00,1994.00,chickasaw,gas,mcf,40533.00,1.00,2.77,2.77,2.57,
f1_fuel_1994_12_2_0_13,2.00,1994.00,e. c. gaston-unit 5,coal,ton,2124933.00,23.921999999999997,44.24,43.25,1.85,
f1_fuel_1994_12_2_1_1,2.00,1994.00,joseph m. farley,nuclear,kgU,2260.00,0.06,28.77,0.00,0.45,
f1_fuel_1994_12_2_1_10,2.00,1994.00,resondent's portion,coal,ton,5372133.00,24.84,58.54,55.13,2.36,
f1_fuel_1994_12_2_2_10,2.00,1994.00,respondent's portion,coal,ton,817520.00,24.29,33.97,34.65,1.40,
f1_fuel_1994_12_4_0_1,4.00,1994.00,units 1-3,coal,ton,1471233.00,22.48,28.73,28.11,1.28,
f1_fuel_1994_12_4_0_2,4.00,1994.00,units 1-3,gas,mcf,262720.00,1.03,1.94,1.94,13.90,
f1_fuel_1994_12_4_0_4,4.00,1994.00,unit 4,coal,ton,476779.00,22.43,28.71,28.11,1.28,
f1_fuel_1994_12_4_0_5,4.00,1994.00,unit 4,gas,mcf,6673.00,1.03,1.94,1.94,1.90,
f1_fuel_1994_12_6_0_1,6.00,1994.00,clinch river,coal,ton,1655558.00,25.04,30.25,29.02,1.21,
f1_fuel_1994_12_6_0_2,6.00,1994.00,clinch river,oil,bbl,6510.00,5.88,32.13,23.44,5.47,
f1_fuel_1994_12_6_0_4,6.00,1994.00,amos-apco share,coal,ton,3520831.00,24.51,44.40,42.92,1.81,
f1_fuel_1994_12_6_0_7,6.00,1994.00,amos-total,coal,ton,5327281.00,24.54,44.31,42.94,1.81,
f1_fuel_1994_12_6_0_10,6.00,1994.00,glen lyn,coal,ton,666975.00,25.836000000000002,36.27,32.89,1.40,
f1_fuel_1994_12_6_0_13,6.00,1994.00,kanawha river,coal,ton,391864.00,25.159999999999997,46.02,42.03,1.83,
f1_fuel_1994_12_6_0_14,6.00,1994.00,kanawha river,oil,bbl,3505.00,5.774958000000001,33.32,26.28,5.77,
f1_fuel_1994_12_6_1_7,6.00,1994.00,mountainr,coal,ton,2837040.00,24.53,39.91,38.72,1.63,
f1_fuel_1994_12_6_1_8,6.00,1994.00,mountainr,oil,bbl,50013.00,5.85,30.32,23.88,5.19,
f1_fuel_1994_12_6_1_10,6.00,1994.00,philip sporn-apco,coal,ton,383043.00,24.334000000000003,39.85,35.86,1.64,
f1_fuel_1994_12_6_1_11,6.00,1994.00,philip sporn-apco,oil,bbl,13969.00,5.74,32.18,30.51,5.60,
f1_fuel_1994_12_6_1_13,6.00,1994.00,philip sporn ttl plt,coal,ton,1338459.00,24.334000000000003,40.14,35.79,1.65,
f1_fuel_1994_12_6_1_14,6.00,1994.00,philip sporn ttl plt,oil,bbl,48750.00,5.742827999999999,32.19,30.51,5.61,
f1_fuel_1994_12_7_0_1,7.00,1994.00,"cholla units 1,2,3",coal,ton,2062799.00,19.970000000000002,31.52,31.20,1.58,
f1_fuel_1994_12_7_0_2,7.00,1994.00,"cholla units 1,2,3",oil,bbl,10088.00,5.851019999999999,32.65,28.73,5.58,
f1_fuel_1994_12_7_0_3,7.00,1994.00,"cholla units 1,2,3",gas,mcf,38086.00,0.88,2.49,2.48,2.82,
f1_fuel_1994_12_7_0_7,7.00,1994.00,4 corners,coal,ton,2599962.00,17.53,21.17,20.86,1.21,
f1_fuel_1994_12_7_0_8,7.00,1994.00,4 corners,gas,mcf,230205.00,1.02,2.69,2.69,2.65,
f1_fuel_1994_12_7_0_10,7.00,1994.00,4 corners,coal,ton,867805.00,17.52,21.99,21.05,1.26,
f1_fuel_1994_12_7_0_11,7.00,1994.00,4 corners,gas,mcf,45116.00,1.02,2.98,2.98,2.94,
f1_fuel_1994_12_7_0_13,7.00,1994.00,ocotillo 1&2,gas,mcf,2996148.00,1.02,2.18,2.17,2.13,
f1_fuel_1994_12_7_1_1,7.00,1994.00,saguaro units 1&2,oil,bbl,1639.00,5.92,33.70,32.06,5.70,
f1_fuel_1994_12_7_1_2,7.00,1994.00,saguaro units 1&2,gas,mcf,1759325.00,1.03,2.21,2.20,2.15,
f1_fuel_1994_12_7_1_4,7.00,1994.00,yucca 1,oil,bbl,477.00,6.26,39.14,39.14,6.35,
f1_fuel_1994_12_7_1_5,7.00,1994.00,yucca 1,gas,mcf,342285.00,1.02,2.38,2.38,2.32,
f1_fuel_1994_12_7_1_10,7.00,1994.00,"navajo 1,2,3",coal,ton,1063986.00,22.03,24.02,23.64,1.09,
f1_fuel_1994_12_7_2_2,7.00,1994.00,yucca comb. turbine,gas,mcf,131028.00,1.02,2.30,2.29,2.24,
f1_fuel_1994_12_7_2_4,7.00,1994.00,douglas,oil,bbl,535.00,5.841863999999999,39.88,28.08,6.83,
f1_fuel_1994_12_7_2_7,7.00,1994.00,ocotil 1&2,gas,mcf,313773.00,1.02,2.54,2.53,2.49,
f1_fuel_1994_12_7_2_11,7.00,1994.00,w. phx 1&2,gas,mcf,275636.00,1.02,2.21,2.21,2.17,
f1_fuel_1994_12_7_2_13,7.00,1994.00,saguaro 1&2,oil,bbl,34.00,5.82,53.71,52.15,9.23,
f1_fuel_1994_12_7_2_14,7.00,1994.00,saguaro 1&2,gas,mcf,168463.00,1.03,1.93,1.92,1.88,
f1_fuel_1994_12_7_3_1,7.00,1994.00,"palo verde 1,2,3",nuclear,kgU,1066.00,0.07,40803.00,1550.00,0.58,
f1_fuel_1994_12_7_3_7,7.00,1994.00,w. phoenix,oil,bbl,2016.00,5.84,30.41,22.52,5.21,
f1_fuel_1994_12_7_3_8,7.00,1994.00,w. phoenix,gas,mcf,7226661.00,1.02,2.29,2.29,2.25,
f1_fuel_1994_12_9_0_2,9.00,1994.00,b.l. england,coal,ton,576688.00,24.29,44.92,43.55,1.86,
f1_fuel_1994_12_9_0_3,9.00,1994.00,b.l. england,waste,ton,2438.00,0.02,34.18,34.18,1.07,
f1_fuel_1994_12_9_0_5,9.00,1994.00,deepwater,coal,ton,148643.00,24.17,49.35,45.67,2.04,
f1_fuel_1994_12_9_0_6,9.00,1994.00,deepwater,gas,mcf,816934.00,1.0410000000000001,3.86,3.86,3.71,
f1_fuel_1994_12_9_0_8,9.00,1994.00,pch bt 2&3,nuclear,gramsU,204246.00,0.00,44.00,0.00,0.68,
f1_fuel_1994_12_9_0_11,9.00,1994.00,salem 1 &2,nuclear,gramsU,139013.00,0.00,41.31,0.00,0.62,
f1_fuel_1994_12_9_0_14,9.00,1994.00,hope ck 1,nuclear,gramsU,61570.00,0.00,37.51,0.00,0.60,
f1_fuel_1994_12_9_1_8,9.00,1994.00,keystone,coal,ton,100891.00,24.55,37.29,36.79,1.52,
f1_fuel_1994_12_9_1_11,9.00,1994.00,conemaugh,coal,ton,159698.00,24.88,31.44,30.12,1.27,
f1_fuel_1994_12_9_1_12,9.00,1994.00,conemaugh,gas,mcf,16899.00,1.03,3.29,3.29,3.16,
f1_fuel_1994_12_9_1_13,9.00,1994.00,cumberland,oil,bbl,13744.00,5.60,38.87,38.10,6.94,
f1_fuel_1994_12_9_1_14,9.00,1994.00,cumberland,gas,mcf,816934.00,1.0410000000000001,3.86,3.86,3.71,
f1_fuel_1994_12_9_2_7,9.00,1994.00,deepwater,oil,bbl,3390.00,5.610612000000001,31.68,31.68,5.65,
f1_fuel_1994_12_9_2_11,9.00,1994.00,missouri,oil,bbl,13807.00,5.60,37.77,35.66,6.74,
f1_fuel_1994_12_9_2_14,9.00,1994.00,middle sta,oil,bbl,18579.00,5.60,35.58,35.49,6.35,
f1_fuel_1994_12_9_3_8,9.00,1994.00,cedar stat,oil,bbl,17169.00,5.60,35.81,35.68,6.39,
f1_fuel_1994_12_9_3_10,9.00,1994.00,carll's cor,oil,bbl,4074.00,5.599145999999999,36.65,36.37,6.55,
f1_fuel_1994_12_9_3_11,9.00,1994.00,carll's cor,gas,mcf,136418.00,1.0399999999999998,2.92,2.92,2.81,
f1_fuel_1994_12_9_3_13,9.00,1994.00,mickleton,oil,,3547.00,5.606159999999999,41.93,41.77,7.48,
f1_fuel_1994_12_9_3_14,9.00,1994.00,mickleton,gas,mcf,154921.00,1.0410000000000001,3.55,3.55,3.41,
f1_fuel_1994_12_9_4_7,9.00,1994.00,sherman ae,oil,bbl,7727.00,5.60,35.82,34.54,6.40,
f1_fuel_1994_12_10_0_1,10.00,1994.00,calvert cliffs,nuclear,gramsU,1573622.00,0.08,38.07,0.00,0.50,
f1_fuel_1994_12_10_0_4,10.00,1994.00,brandon shores,coal,ton,3504305.00,25.00,40.56,37.55,1.62,
f1_fuel_1994_12_10_0_7,10.00,1994.00,westport,oil,bbl,256.00,5.7867180000000005,33.04,0.00,5.71,
f1_fuel_1994_12_10_0_10,10.00,1994.00,westport,gas,mcf,178240.00,1.0410000000000001,2.84,2.84,2.72,
f1_fuel_1994_12_10_0_14,10.00,1994.00,gould street,gas,mcf,1774.00,1.0410000000000001,4.82,4.82,4.63,
f1_fuel_1994_12_10_1_1,10.00,1994.00,riverside,gas,mcf,146102.00,1.0410000000000001,2.79,2.79,2.68,
f1_fuel_1994_12_10_1_4,10.00,1994.00,riverside,gas,mcf,64.00,1.0410000000000001,2.92,2.92,2.81,
f1_fuel_1994_12_10_1_5,10.00,1994.00,riverside,oil,bbl,25174.00,5.67,29.07,28.04,5.13,
f1_fuel_1994_12_10_1_7,10.00,1994.00,wagner,coal,ton,848825.00,25.98,42.18,37.54,1.62,
f1_fuel_1994_12_10_1_9,10.00,1994.00,wagner,gas,mcf,1909210.00,1.0410000000000001,2.75,2.75,2.64,
f1_fuel_1994_12_10_1_13,10.00,1994.00,crane,coal,ton,720527.00,26.009999999999998,39.97,37.42,1.54,
f1_fuel_1994_12_10_2_4,10.00,1994.00,notch cliff,gas,mcf,198942.00,1.0410000000000001,2.89,2.89,2.78,
f1_fuel_1994_12_10_3_1,10.00,1994.00,keystone *,coal,ton,856362.00,24.573999999999998,37.29,0.00,1.52,
f1_fuel_1994_12_10_3_7,10.00,1994.00,conemaugh*,coal,ton,432455.00,24.875999999999998,32.15,0.00,1.29,
f1_fuel_1994_12_10_3_9,10.00,1994.00,conemaugh*,gas,mcf,46562.00,1.04,3.29,3.29,3.17,
f1_fuel_1994_12_11_0_6,11.00,1994.00,w.f. wyman,other,bbl,55652.00,0.15,14.69,15.09,2.34,
f1_fuel_1994_12_12_0_3,12.00,1994.00,ben french,gas,mcf,64478.00,1.02,2.09,2.09,2.05,
f1_fuel_1994_12_12_0_7,12.00,1994.00,bf station,coal,ton,133867.00,16.209999999999997,18.37,17.81,1.13,
f1_fuel_1994_12_12_0_8,12.00,1994.00,bf station,oil,bbl,2201.00,5.67,29.29,29.29,5.17,
f1_fuel_1994_12_12_0_9,12.00,1994.00,bf station,gas,mcf,5169.00,1.02,3.17,3.17,3.11,
f1_fuel_1994_12_12_0_11,12.00,1994.00,osage plant,coal,ton,205675.00,16.01,14.72,14.30,0.92,
f1_fuel_1994_12_12_0_14,12.00,1994.00,wyodak plant,coal,ton,391234.00,15.90,10.10,9.67,0.64,
f1_fuel_1994_12_15_0_1,15.00,1994.00,kendall,gas,mcf,1420358.00,1.00,2.37,2.37,2.37,
f1_fuel_1994_12_15_0_5,15.00,1994.00,kendall jets,oil,bbl,3715.00,5.610612000000001,28.42,28.95,5.06,
f1_fuel_1994_12_16_0_8,16.00,1994.00,seabrook 1,nuclear,gramsU,35833.00,61.80,54.12,54.12,0.09,
f1_fuel_1994_12_17_0_2,17.00,1994.00,cape fear,coal,ton,480608.00,25.28,48.16,47.53,1.91,
f1_fuel_1994_12_17_0_8,17.00,1994.00,weatherspn,coal,ton,96572.00,24.962000000000003,42.99,42.36,1.72,
f1_fuel_1994_12_17_0_10,17.00,1994.00,w.h. weatherspoon,gas,mcf,89965.00,1.03,2.94,0.00,2.84,
f1_fuel_1994_12_17_0_14,17.00,1994.00,h. f. lee,coal,ton,354165.00,25.38,49.71,50.41,1.96,
f1_fuel_1994_12_17_1_6,17.00,1994.00,l. v. sutton,coal,ton,490256.00,25.07,41.34,40.73,1.65,
f1_fuel_1994_12_17_1_11,17.00,1994.00,h. b. robinson,coal,ton,224820.00,25.09,50.37,45.26,2.01,
f1_fuel_1994_12_17_1_13,17.00,1994.00,h. b. robinson,gas,mcf,9114.00,1.0219999999999998,3.77,0.00,3.69,
f1_fuel_1994_12_17_2_2,17.00,1994.00,asheville,coal,ton,820998.00,25.62,32.98,32.82,1.29,
f1_fuel_1994_12_17_2_5,17.00,1994.00,roxboro,coal,ton,4834863.00,25.02,44.24,43.84,1.77,
f1_fuel_1994_12_17_2_8,17.00,1994.00,roxboro,oil,bbl,1361.00,5.86,40.89,22.62,6.98,
f1_fuel_1994_12_17_2_11,17.00,1994.00,mayo,coal,ton,1081755.00,24.22,46.73,45.82,1.93,
f1_fuel_1994_12_17_2_14,17.00,1994.00,h. b. robinson,nuclear,mwdth,632744.00,3.41,38.96,0.00,0.48,
f1_fuel_1994_12_17_3_2,17.00,1994.00,brunswick *,nuclear,mwdth,1152440.00,3.41,40.22,0.00,0.49,
f1_fuel_1994_12_17_3_10,17.00,1994.00,darlington,gas,mcf,241955.00,1.02,3.63,0.00,3.54,
f1_fuel_1994_12_17_3_11,17.00,1994.00,darlington,oil,bbl,61893.00,5.86,31.00,24.23,5.29,
f1_fuel_1994_12_17_4_2,17.00,1994.00,harris,nuclear,mwdth,683097.00,3.41,34.22,0.00,0.42,
f1_fuel_1994_12_20_0_1,20.00,1994.00,e.d. edwards,coal,ton,1402954.00,25.25,41.12,40.35,1.63,
f1_fuel_1994_12_20_0_4,20.00,1994.00,duck creek,coal,ton,1033102.00,20.97,38.44,37.88,1.83,
f1_fuel_1994_12_20_0_7,20.00,1994.00,sterling,gas,mcf,15269.00,1.0050000000000001,4.19,4.19,4.17,
f1_fuel_1994_12_24_0_1,24.00,1994.00,nueces bay,gas,mcf,21451726.0,1.04,2.30,2.30,2.22,
f1_fuel_1994_12_24_0_2,24.00,1994.00,nueces bay,oil,bbl,256.00,6.20,36.24,36.24,5.85,
f1_fuel_1994_12_24_0_4,24.00,1994.00,la palma,gas,mcf,8545882.00,1.0430000000000001,1.87,1.87,1.79,
f1_fuel_1994_12_24_0_7,24.00,1994.00,laredo,gas,mcf,8102417.00,1.0610000000000002,2.67,2.67,2.52,
f1_fuel_1994_12_24_0_10,24.00,1994.00,lon c. hill,gas,mcf,15334081.0,1.04,2.23,2.23,2.15,
f1_fuel_1994_12_24_0_11,24.00,1994.00,lon c. hill,oil,bbl,57.00,6.35,41.71,41.71,6.57,
f1_fuel_1994_12_24_0_13,24.00,1994.00,victoria,gas,mcf,5102181.00,1.0410000000000001,2.24,2.24,2.16,
f1_fuel_1994_12_24_0_14,24.00,1994.00,victoria,oil,bbl,81.00,6.3826979999999995,37.54,37.54,5.88,
f1_fuel_1994_12_24_1_1,24.00,1994.00,coleto creek,coal,ton,1804090.00,21.70,44.30,44.30,2.04,
f1_fuel_1994_12_24_1_4,24.00,1994.00,la palma #7,gas,mcf,217024.00,1.04,1.41,1.41,1.36,
f1_fuel_1994_12_24_1_7,24.00,1994.00,j.l. bates,gas,mcf,8414603.00,1.03,1.94,1.94,1.88,
f1_fuel_1994_12_24_1_8,24.00,1994.00,j.l. bates,oil,bbl,235.00,5.90,30.37,30.37,5.15,
f1_fuel_1994_12_24_1_10,24.00,1994.00,e.s. joslin,gas,mcf,6583902.00,1.03,2.55,2.55,2.49,
f1_fuel_1994_12_24_1_13,24.00,1994.00,b.m davis,gas,mcf,28526077.0,1.06,2.03,2.03,1.92,
f1_fuel_1994_12_24_2_1,24.00,1994.00,oklaunion,coal,ton,246737.00,16.740000000000002,23.45,23.45,1.40,
f1_fuel_1994_12_26_0_1,26.00,1994.00,san juan 3,coal,ton,165886.00,19.509999999999998,30.91,30.91,1.60,
f1_fuel_1994_12_26_0_3,26.00,1994.00,san juan 3,oil,bbl,660.00,6.005999999999999,30.26,30.26,5.04,
f1_fuel_1994_12_191_0_1,191.00,1994.00,tecumseh,coal,ton,353593.00,21.930000000000003,25.80,25.64,1.18,
f1_fuel_1994_12_191_0_2,191.00,1994.00,tecumseh,gas,mcf,59839.00,0.9959999999999999,7.82,7.82,7.85,
f1_fuel_1994_12_191_0_4,191.00,1994.00,tecumseh,gas,mcf,7669.00,1.00,4.86,4.86,4.85,
f1_fuel_1994_12_191_0_7,191.00,1994.00,lawrence,coal,ton,918322.00,21.951999999999998,25.77,25.59,1.17,
f1_fuel_1994_12_191_0_8,191.00,1994.00,lawrence,gas,mcf,412199.00,1.00,2.98,2.98,2.97,
f1_fuel_1994_12_191_0_10,191.00,1994.00,hutchinson,gas,mcf,1270682.00,1.0050000000000001,2.36,2.36,2.35,
f1_fuel_1994_12_191_0_13,191.00,1994.00,hutchinson,gas,mcf,212190.00,1.00,2.55,2.55,2.54,
f1_fuel_1994_12_31_0_1,31.00,1994.00,"conesville 1-3,5,6",coal,ton,2579884.00,23.45,32.86,30.29,1.40,
f1_fuel_1994_12_31_0_4,31.00,1994.00,picway,coal,ton,342366.00,22.60,24.34,23.13,1.08,
f1_fuel_1994_12_31_0_7,31.00,1994.00,cones. 4,coal,ton,1289995.00,24.008000000000003,45.36,43.19,1.89,
f1_fuel_1994_12_31_0_10,31.00,1994.00,cones. 4 csp shr,coal,ton,627449.00,24.00,46.67,44.10,1.94,
f1_fuel_1994_12_31_0_13,31.00,1994.00,zimmer csp shr,coal,ton,864025.00,24.09,25.40,24.44,1.05,
f1_fuel_1994_12_31_1_1,31.00,1994.00,beckjord 6 csp shr,coal,ton,94383.00,23.42,38.42,36.85,1.64,
f1_fuel_1994_12_31_1_4,31.00,1994.00,stuart csp shr,coal,ton,1629373.00,22.72,32.75,31.90,1.44,
f1_fuel_1994_12_8_0_8,8.00,1994.00,h. couch,gas,mcf,3630662.00,1.14,1.55,1.55,1.36,
f1_fuel_1994_12_8_0_11,8.00,1994.00,robert ritchie,gas,mcf,3488543.00,1.01,1.94,1.94,1.93,
f1_fuel_1994_12_8_0_14,8.00,1994.00,lake catherine,gas,mcf,10739510.0,1.01,1.93,1.93,1.92,
f1_fuel_1994_12_8_0_15,8.00,1994.00,lake catherine,oil,bbl,42241.00,6.23,35.72,35.72,5.73,
f1_fuel_1994_12_8_1_8,8.00,1994.00,white bluf,coal,ton,3203822.00,17.212000000000003,36.22,36.22,2.10,
f1_fuel_1994_12_8_1_9,8.00,1994.00,white bluf,oil,bbl,15397.00,5.78,78.59,78.59,13.59,
f1_fuel_1994_12_8_1_11,8.00,1994.00,independence,coal,ton,871939.00,17.24,32.28,32.28,1.87,
f1_fuel_1994_12_8_1_12,8.00,1994.00,independence,oil,bbl,7117.00,5.78,122.51,122.51,21.18,
f1_fuel_1994_12_8_1_14,8.00,1994.00,ar nuclear one,nuclear,,43461380.0,3.41,1.65,0.00,0.49,
f1_fuel_1994_12_8_1_15,8.00,1994.00,ar nuclear one,oil,bbl,2043.00,5.7939419999999995,43.41,0.00,7.49,
f1_fuel_1994_12_8_2_8,8.00,1994.00,mabelvale,oil,bbl,553.00,5.883821999999999,69.15,69.15,11.75,
f1_fuel_1994_12_8_2_11,8.00,1994.00,blytheville,oil,bbl,21691.00,5.76,57.19,57.19,9.93,
f1_fuel_1994_12_8_2_14,8.00,1994.00,ritchie gas turbine,oil,bbl,855.00,5.762148000000001,56.78,56.78,9.85,
f1_fuel_1994_12_191_1_1,191.00,1994.00,abilene,gas,mcf,155860.00,1.01,2.54,2.54,2.51,
f1_fuel_1994_12_42_1_8,42.00,1994.00,hutchings,coal,ton,129840.00,24.10,34.81,33.89,1.44,
f1_fuel_1994_12_42_1_9,42.00,1994.00,hutchings,gas,mcf,317400.00,1.02,4.66,4.66,4.57,
f1_fuel_1994_12_42_2_1,42.00,1994.00,jm stuart (note 2),coal,ton,6360780.00,22.80,32.79,31.90,1.44,
f1_fuel_1994_12_42_2_4,42.00,1994.00,j. m. stuart,coal,ton,11401.00,22.80,32.80,31.90,1.44,
f1_fuel_1994_12_42_2_9,42.00,1994.00,hutchings,gas,mcf,62770.00,1.02,4.03,4.03,3.95,
f1_fuel_1994_12_42_3_1,42.00,1994.00,wc beckjord #6 (4),coal,ton,360110.00,23.45,38.51,36.91,2.35,
f1_fuel_1994_12_42_3_4,42.00,1994.00,conesville #4 (6),coal,ton,181616.00,24.01,46.54,44.70,1.64,
f1_fuel_1994_12_42_4_8,42.00,1994.00,killen,coal,ton,1255820.00,24.548000000000002,36.34,36.73,1.48,
f1_fuel_1994_12_42_5_8,42.00,1994.00,killen,coal,ton,825157.00,24.54,36.33,36.75,1.48,
f1_fuel_1994_12_42_6_9,42.00,1994.00,yankee s.,gas,mcf,176500.00,1.02,4.01,4.01,3.93,
f1_fuel_1994_12_42_7_8,42.00,1994.00,east bend,coal,ton,404195.00,24.19,34.92,33.02,1.45,
f1_fuel_1994_12_42_8_8,42.00,1994.00,miami fort,coal,ton,840887.00,24.18,37.21,35.42,1.54,
f1_fuel_1994_12_42_9_8,42.00,1994.00,w.h.zimmer,coal,ton,1000015.00,24.08,25.38,24.47,1.05,
f1_fuel_1994_12_43_1_8,43.00,1994.00,con 1&2,gas,mcf,16413.00,1.0790000000000002,3.29,3.29,1.28,
f1_fuel_1994_12_43_2_5,43.00,1994.00,christiana peaking,oil,bbl,18827.00,5.7096480000000005,30.48,27.49,5.34,
f1_fuel_1994_12_44_0_2,44.00,1994.00,belle river (total),coal,ton,4996518.00,18.71,27.62,27.62,1.48,
f1_fuel_1994_12_44_0_5,44.00,1994.00,belle river (deco),coal,ton,4058668.00,18.71,27.62,27.62,1.48,
f1_fuel_1994_12_44_0_14,44.00,1994.00,monroe,coal,ton,8604199.00,22.44,35.56,31.73,1.59,
f1_fuel_1994_12_44_1_4,44.00,1994.00,gw (cont),gas,mcf,1419098.00,1.01,3.87,3.87,3.83,
f1_fuel_1994_12_44_1_8,44.00,1994.00,r rouge,gas,mcf,341010.00,1.0050000000000001,2.87,2.87,2.86,
f1_fuel_1994_12_44_1_13,44.00,1994.00,marysville,coal,ton,106082.00,25.48,43.33,46.82,1.70,
f1_fuel_1994_12_44_1_14,44.00,1994.00,marysville,gas,mcf,199550.00,1.02,4.03,4.03,3.96,
f1_fuel_1994_12_44_2_3,44.00,1994.00,northeast,gas,mcf,63519.00,1.02,3.62,3.62,3.56,
f1_fuel_1994_12_44_2_6,44.00,1994.00,st. clair,gas,mcf,11572.00,1.02,4.08,4.08,4.00,
f1_fuel_1994_12_44_2_7,44.00,1994.00,harbor b,coal,ton,96044.00,25.76,43.40,46.51,1.69,
f1_fuel_1994_12_44_2_10,44.00,1994.00,st. clair,coal,ton,4340916.00,19.19,27.43,27.11,1.43,
f1_fuel_1994_12_44_2_13,44.00,1994.00,st. clair (cont.),gas,mcf,205977.00,1.0250000000000001,3.87,3.87,3.77,
f1_fuel_1994_12_44_3_7,44.00,1994.00,trenton ch,coal,ton,1558709.00,22.76,35.82,36.15,1.57,
f1_fuel_1994_12_44_3_13,44.00,1994.00,hancock,gas,mcf,85229.00,1.02,3.94,3.94,3.86,
f1_fuel_1994_12_46_0_1,46.00,1994.00,cheswick,coal,ton,1536530.00,25.26,31.95,30.48,1.28,
f1_fuel_1994_12_46_0_4,46.00,1994.00,elrama,coal,ton,1067303.00,24.823999999999998,45.42,30.48,1.94,
f1_fuel_1994_12_46_0_7,46.00,1994.00,sammis 7,coal,ton,500090.00,24.18,31.95,30.45,1.32,
f1_fuel_1994_12_46_0_10,46.00,1994.00,ft. martin,coal,ton,570600.00,25.19,38.29,37.18,1.53,
f1_fuel_1994_12_46_0_13,46.00,1994.00,eastlake #5,coal,ton,348062.00,25.74,41.83,33.20,1.63,
f1_fuel_1994_12_46_1_1,46.00,1994.00,mansfield,coal,ton,596681.00,24.046000000000003,41.57,40.27,1.92,
f1_fuel_1994_12_46_1_4,46.00,1994.00,brunot island,oil,bbl,41613.00,5.40,32.20,28.96,6.00,
f1_fuel_1994_12_46_1_7,46.00,1994.00,perry #1,nuclear,mmbtu,6619313.00,0.11,1.17,0.00,1.17,
f1_fuel_1994_12_46_1_10,46.00,1994.00,beaver valley #1,nuclear,mmbtu,28373373.0,0.13,0.81,0.00,0.81,
f1_fuel_1994_12_46_1_13,46.00,1994.00,beaver valley #2,nuclear,mmbtu,10192484.0,0.11,0.70,0.00,0.70,
f1_fuel_1994_12_50_0_1,50.00,1994.00,eei-joppa,coal,ton,4017388.00,18.41,19.64,18.85,1.06,
f1_fuel_1994_12_51_0_1,51.00,1994.00,riverton,coal,ton,290164.00,19.52,22.90,22.63,1.16,
f1_fuel_1994_12_51_0_2,51.00,1994.00,riverton,gas,mcf,106549.00,1.00,2.06,2.06,2.05,
f1_fuel_1994_12_51_0_5,51.00,1994.00,riverton,gas,mcf,903497.00,0.9990000000000001,1.79,1.79,1.79,
f1_fuel_1994_12_51_0_7,51.00,1994.00,asbury,coal,ton,846591.00,17.951999999999998,18.67,18.27,1.02,
f1_fuel_1994_12_51_0_13,51.00,1994.00,iatan,coal,ton,367931.00,17.44,15.48,14.88,0.85,
f1_fuel_1994_12_54_0_6,54.00,1994.00,w.f. wyman unit 4,other,bbl,1217.00,0.15,14.69,15.09,2.34,
f1_fuel_1994_12_55_0_7,55.00,1994.00,c.r. south,coal,ton,1865521.00,24.584000000000003,46.51,44.67,1.89,
f1_fuel_1994_12_55_0_10,55.00,1994.00,crystal river north,coal,ton,3436337.00,25.17,50.35,49.71,2.00,
f1_fuel_1994_12_55_2_10,55.00,1994.00,avon park,gas,mcf,117113.00,1.04,2.18,2.18,2.10,
f1_fuel_1994_12_55_2_13,55.00,1994.00,higgins,gas,mcf,138998.00,1.04,1.99,1.99,1.91,
f1_fuel_1994_12_55_3_7,55.00,1994.00,u.f.,gas,mcf,2156797.00,1.04,2.31,2.31,22.30,
f1_fuel_1994_12_55_3_8,55.00,1994.00,u.f.,oil,bbl,1190.00,5.74,36.51,21.34,6.37,
f1_fuel_1994_12_55_3_10,55.00,1994.00,suwannee,gas,mcf,1648211.00,1.0219999999999998,2.96,2.96,2.90,
f1_fuel_1994_12_38_0_1,38.00,1994.00,connecticut yankee,nuclear,gramsU,652000.00,0.00,0.00,0.00,0.00,
f1_fuel_1994_12_73_0_1,73.00,1994.00,tanners creek,coal,ton,1756022.00,24.060000000000002,35.31,33.91,1.47,
f1_fuel_1994_12_73_0_7,73.00,1994.00,d. c. cook,nuclear,gramsU,1657763.00,0.06,26.08,0.00,0.41,
f1_fuel_1994_12_73_1_7,73.00,1994.00,rockport,coal,ton,5109456.00,16.59,18.58,17.86,1.12,
f1_fuel_1994_12_73_1_10,73.00,1994.00,rockport-total plt,coal,ton,10486945.0,16.59,18.58,17.86,1.12,
f1_fuel_1994_12_81_0_2,81.00,1994.00,big sandy,coal,ton,2314651.00,23.66,26.83,25.96,1.13,
f1_fuel_1994_12_127_0_1,127.00,1994.00,muskingum river,coal,ton,2474148.00,23.20,57.69,62.79,2.49,
