cord_id,utility_id_ferc1,report_year,plant_name_ferc1,fuel_type_code_pudl,fuel_unit,fuel_qty_burned,fuel_mmbtu_per_unit,fuel_cost_per_unit_burned,fuel_cost_per_unit_delivered,fuel_cost_per_mmbtu,
f1_fuel_1995_12_63_0_13,63.00,1995.00,willow glen,gas,mcf,61800150.0,1.04,1.87,0.00,1.81,
f1_fuel_1995_12_63_1_2,63.00,1995.00,*lewis creek,gas,mcf,29393385.0,1.04,1.79,0.00,1.73,
f1_fuel_1995_12_63_1_4,63.00,1995.00,sabine,gas,mcf,99053235.0,1.03,1.96,0.00,1.89,
f1_fuel_1995_12_63_1_7,63.00,1995.00,*big cajun 2 unit 3,coal,ton,943187.00,16.285999999999998,26.64,0.00,1.64,
f1_fuel_1995_12_63_1_11,63.00,1995.00,*roy s. nelson #3&4,gas,mcf,23237600.0,1.04,1.75,0.00,1.69,
f1_fuel_1995_12_68_0_1,68.00,1995.00,cedar bayou,gas,mcf,69092716.0,1.02,1.72,1.66,1.69,
f1_fuel_1995_12_68_0_2,68.00,1995.00,cedar bayou,oil,bbl,5341.00,6.400842000000001,142.53,16.28,22.27,
f1_fuel_1995_12_68_0_7,68.00,1995.00,deepwater,gas,mcf,1301329.00,1.02,1.73,1.68,1.70,
f1_fuel_1995_12_68_0_10,68.00,1995.00,greens bayou,gas,mcf,7225283.00,1.0410000000000001,1.69,1.64,1.62,
f1_fuel_1995_12_68_0_13,68.00,1995.00,limestone,coal,ton,8005464.00,13.299999999999999,16.59,13.14,1.25,
f1_fuel_1995_12_68_0_14,68.00,1995.00,limestone,gas,mcf,1281547.00,1.03,1.72,1.72,1.67,
f1_fuel_1995_12_68_1_4,68.00,1995.00,p.h. robinson,gas,mcf,54618151.0,1.03,1.76,1.71,1.71,
f1_fuel_1995_12_68_1_7,68.00,1995.00,s.r. bertron,gas,mcf,6766790.00,1.02,1.69,1.64,1.66,
f1_fuel_1995_12_68_1_10,68.00,1995.00,t.h. wharton,gas,mcf,3275302.00,1.02,1.70,1.65,1.66,
f1_fuel_1995_12_68_1_13,68.00,1995.00,w.a. parish,coal,ton,10579832.0,16.56,33.55,31.75,2.03,
f1_fuel_1995_12_68_1_14,68.00,1995.00,w.a. parish,gas,mcf,26943674.0,1.02,1.68,1.62,1.64,
f1_fuel_1995_12_68_2_1,68.00,1995.00,webster,gas,mcf,5673807.00,1.02,1.70,1.66,1.67,
f1_fuel_1995_12_68_2_4,68.00,1995.00,greens bayou,gas,mcf,515543.00,1.0410000000000001,1.69,1.63,1.62,
f1_fuel_1995_12_68_2_5,68.00,1995.00,greens bayou,oil,bbl,1807.00,6.13,92.08,34.02,15.03,
f1_fuel_1995_12_68_2_7,68.00,1995.00,s.r. bertron,gas,mcf,12029.00,1.01,1.66,1.61,1.64,
f1_fuel_1995_12_68_2_10,68.00,1995.00,t.h. wharton,gas,mcf,20444490.0,1.01,1.73,1.68,1.72,
f1_fuel_1995_12_68_2_11,68.00,1995.00,t.h. wharton,oil,bbl,1996.00,5.57,88.70,29.70,15.94,
f1_fuel_1995_12_68_2_13,68.00,1995.00,w.a. parish,gas,mcf,7025.00,1.02,1.69,1.63,1.66,
f1_fuel_1995_12_68_3_1,68.00,1995.00,h.o. clarke,gas,mcf,31960.00,1.01,1.62,1.57,1.61,
f1_fuel_1995_12_68_3_4,68.00,1995.00,webster,gas,mcf,7438.00,1.06,1.76,1.71,1.67,
f1_fuel_1995_12_68_4_1,68.00,1995.00,san jacinto facility,gas,mcf,8433473.00,1.02,1.70,1.66,1.67,
f1_fuel_1995_12_68_4_2,68.00,1995.00,san jacinto facility,oil,bbl,10458.00,5.55,31.52,31.52,5.47,
f1_fuel_1995_12_70_0_1,70.00,1995.00,jim bridger,coal,ton,2485088.00,18.84,20.36,20.01,1.08,
f1_fuel_1995_12_70_0_3,70.00,1995.00,jim bridger,oil,bbl,11378.00,5.880000000000001,29.51,25.33,5.02,
f1_fuel_1995_12_70_0_4,70.00,1995.00,boardman,coal,ton,65366.00,17.79,23.29,19.94,1.31,
f1_fuel_1995_12_70_0_7,70.00,1995.00,valmy,coal,ton,25284.00,20.80,78.87,42.74,3.79,
f1_fuel_1995_12_134_2_7,134.00,1995.00,cholla plant,coal,ton,930371.00,19.84,31.23,30.29,1.57,
f1_fuel_1995_12_134_2_9,134.00,1995.00,cholla plant,oil,bbl,7059.00,5.880000000000001,30.27,0.00,5.15,
f1_fuel_1995_12_73_0_1,73.00,1995.00,tanners creek,coal,ton,1610569.00,24.58,37.42,38.87,1.52,
f1_fuel_1995_12_73_0_7,73.00,1995.00,d. c. cook,nuclear,gramsU,2399400.00,0.06,27.31,0.00,0.43,
f1_fuel_1995_12_73_1_7,73.00,1995.00,rockport total i&m,coal,ton,5112586.00,16.65,18.79,18.11,1.13,
f1_fuel_1995_12_73_1_10,73.00,1995.00,rockport total plt,coal,ton,10379108.0,16.65,18.79,18.11,1.13,
f1_fuel_1995_12_79_0_1,79.00,1995.00,montrose,coal,ton,1556989.00,17.27,17.79,17.84,1.03,
f1_fuel_1995_12_79_0_4,79.00,1995.00,hawthorn,coal,ton,1113514.00,17.47,16.06,15.96,0.92,
f1_fuel_1995_12_79_0_5,79.00,1995.00,hawthorn,gas,mcf,1115350.00,1.00,2.00,1.97,2.00,
f1_fuel_1995_12_79_0_10,79.00,1995.00,la cygne,coal,ton,2334670.00,17.264000000000003,14.80,14.51,0.86,
f1_fuel_1995_12_79_1_10,79.00,1995.00,iatan,coal,ton,1802371.00,17.46,14.11,14.09,0.81,
f1_fuel_1995_12_81_0_1,81.00,1995.00,big sandy,coal,ton,2952644.00,23.45,26.91,26.02,1.15,
f1_fuel_1995_12_96_0_1,96.00,1995.00,portland,coal,ton,539166.00,26.28,39.07,36.62,1.41,
f1_fuel_1995_12_96_0_4,96.00,1995.00,titus,coal,ton,422182.00,25.37,40.50,36.91,1.54,
f1_fuel_1995_12_96_0_7,96.00,1995.00,conemaugh,coal,ton,727799.00,24.94,30.79,28.97,1.21,
f1_fuel_1995_12_96_0_8,96.00,1995.00,conemaugh,gas,mcf,23800.00,1.04,3.42,3.42,3.30,
f1_fuel_1995_12_96_0_14,96.00,1995.00,tmi #1,nuclear,kgU,533.00,0.06,34787.07,0.00,0.54,
f1_fuel_1995_12_96_1_3,96.00,1995.00,titus,gas,mcf,58137.00,1.02,3.11,3.09,3.05,
f1_fuel_1995_12_96_1_6,96.00,1995.00,hunterstown,gas,mcf,404800.00,1.04,2.64,2.86,2.55,
f1_fuel_1995_12_96_2_3,96.00,1995.00,mountain,gas,mcf,160895.00,1.03,3.37,3.37,3.26,
f1_fuel_1995_12_96_2_9,96.00,1995.00,portland,gas,mcf,916040.00,1.03,2.29,2.41,2.23,
f1_fuel_1995_12_100_0_1,100.00,1995.00,independence,coal,ton,1250393.00,18.38,28.47,28.47,1.55,
f1_fuel_1995_12_100_0_14,100.00,1995.00,baxter wilson,gas,mcf,40969592.0,1.03,1.74,1.74,1.69,
f1_fuel_1995_12_95_0_1,95.00,1995.00,r.m. heskett,coal,ton,227026.00,14.03,15.44,15.05,1.10,
f1_fuel_1995_12_95_0_2,95.00,1995.00,r.m. heskett,gas,mcf,632.00,1.07,4.01,4.01,3.76,
f1_fuel_1995_12_95_0_4,95.00,1995.00,lewis & clark,coal,ton,223881.00,12.93,12.82,12.76,0.99,
f1_fuel_1995_12_95_0_5,95.00,1995.00,lewis & clark,gas,mcf,10126.00,1.17,3.46,3.46,2.96,
f1_fuel_1995_12_95_0_10,95.00,1995.00,big stone,coal,ton,334191.00,12.34,13.20,13.32,1.07,
f1_fuel_1995_12_95_0_11,95.00,1995.00,big stone,coal,ton,103373.00,18.075999999999997,17.35,17.16,0.96,
f1_fuel_1995_12_95_0_13,95.00,1995.00,big stone continued,waste,ton,10009.00,0.01,18.94,18.94,0.68,
f1_fuel_1995_12_95_0_14,95.00,1995.00,big stone continued,waste,ton,331.00,0.01,9.67,9.67,0.63,
f1_fuel_1995_12_95_0_15,95.00,1995.00,big stone continued,other,ton,675.00,0.01,9.06,9.06,0.55,
f1_fuel_1995_12_95_1_7,95.00,1995.00,glendive,gas,mcf,148518.00,1.08,2.11,2.11,1.96,
f1_fuel_1995_12_95_1_10,95.00,1995.00,coyote,coal,ton,572131.00,13.95,11.19,10.92,0.80,
f1_fuel_1995_12_102_0_4,102.00,1995.00,j. e. corette,gas,mcf,115021.00,1.05,4.15,4.15,3.94,
f1_fuel_1995_12_102_0_5,102.00,1995.00,j. e. corette,coal,ton,691546.00,18.37,10.40,10.40,0.57,
f1_fuel_1995_12_102_1_4,102.00,1995.00,colstrip 3 & 4,oil,bbl,10184.00,5.92,28.64,28.64,8.53,
f1_fuel_1995_12_102_1_5,102.00,1995.00,colstrip 3 & 4,coal,ton,1781030.00,17.017999999999997,13.30,13.30,0.78,
f1_fuel_1995_12_107_0_1,107.00,1995.00,manchester st,gas,mcf,397954.00,1.03,3.29,3.29,3.20,
f1_fuel_1995_12_113_0_1,113.00,1995.00,salem harbor,coal,ton,791007.00,25.13,60.37,52.61,2.40,
f1_fuel_1995_12_113_0_4,113.00,1995.00,brayton point,coal,ton,2646273.00,25.05,52.96,60.27,2.11,
f1_fuel_1995_12_113_0_6,113.00,1995.00,brayton point,gas,mcf,11174576.0,1.03,1.95,1.95,1.90,
f1_fuel_1995_12_113_1_4,113.00,1995.00,manchester st.,gas,mcf,3581585.00,1.03,3.29,3.29,3.20,
f1_fuel_1995_12_116_0_3,116.00,1995.00,w.f. wyman unit 4,other,bbl,926887.00,0.15,16.91,17.12,2.64,
f1_fuel_1995_12_114_0_11,114.00,1995.00,michoud,gas,mcf,33179884.0,1.04,1.73,1.73,1.67,
f1_fuel_1995_12_108_0_5,108.00,1995.00,sunrise 1,gas,mcf,312899.00,1.03,1.56,1.56,1.52,
f1_fuel_1995_12_108_0_7,108.00,1995.00,reid gardner 123,coal,ton,968902.00,23.58,37.57,35.57,1.60,
f1_fuel_1995_12_108_0_9,108.00,1995.00,reid gardner 123,oil,bbl,5822.00,5.61,29.20,29.20,7.48,
f1_fuel_1995_12_108_0_10,108.00,1995.00,mohave 1 & 2,coal,ton,665126.00,21.88,26.72,0.00,1.19,
f1_fuel_1995_12_108_0_11,108.00,1995.00,mohave 1 & 2,gas,mcf,247251.00,1.03,2.24,0.00,2.18,
f1_fuel_1995_12_108_0_13,108.00,1995.00,"navajo 1, 2, 3",coal,ton,964536.00,22.041999999999998,24.19,0.00,1.10,
f1_fuel_1995_12_108_0_15,108.00,1995.00,"navajo 1, 2, 3",oil,bbl,3432.00,6.01,28.02,0.00,6.99,
f1_fuel_1995_12_108_1_5,108.00,1995.00,sunrise 2,gas,mcf,111772.00,1.03,1.56,1.56,1.52,
f1_fuel_1995_12_108_1_8,108.00,1995.00,"sun peak 3, 4, 5",gas,mcf,480195.00,1.03,1.66,1.66,1.61,
f1_fuel_1995_12_108_1_9,108.00,1995.00,"sun peak 3, 4, 5",oil,bbl,1708.00,5.86,23.25,23.25,7.16,
f1_fuel_1995_12_108_1_10,108.00,1995.00,reid gardner 4,coal,ton,63207.00,23.182000000000002,21.26,34.32,0.92,
f1_fuel_1995_12_108_1_12,108.00,1995.00,reid gardner 4,oil,bbl,585.00,5.61,29.22,29.22,5.21,
f1_fuel_1995_12_108_1_14,108.00,1995.00,"clark 5,6,7,8,9,10",gas,mcf,13485864.0,1.03,1.65,1.65,1.60,
f1_fuel_1995_12_108_2_5,108.00,1995.00,harry allen 3,gas,mcf,223249.00,1.06,1.73,1.73,1.63,
f1_fuel_1995_12_108_2_6,108.00,1995.00,harry allen 3,oil,bbl,802.00,5.86,38.35,38.35,7.51,
f1_fuel_1995_12_27_1_1,27.00,1995.00,j. m. stuart - tota,coal,ton,555894250.0,23.112000000000002,33.99,33.39,1.47,
f1_fuel_1995_12_27_1_4,27.00,1995.00,j. m. stuart - cg&e,coal,ton,2337351.00,23.11,34.03,33.39,1.48,
f1_fuel_1995_12_27_1_7,27.00,1995.00,conesville #4-total,coal,ton,1302758.00,23.91,44.01,42.65,1.84,
f1_fuel_1995_12_27_1_10,27.00,1995.00,conesville #4 - cg&e,coal,ton,514595.00,23.91,44.61,43.58,1.87,
f1_fuel_1995_12_27_2_1,27.00,1995.00,maimi fort 7&8-total,coal,ton,2524899.00,24.227999999999998,35.80,34.39,1.48,
f1_fuel_1995_12_27_2_4,27.00,1995.00,miami fort 7&8-cge,coal,ton,1631217.00,24.227999999999998,35.80,34.39,1.48,
f1_fuel_1995_12_27_2_7,27.00,1995.00,east bend #2-total,coal,ton,1758975.00,24.89,29.36,28.50,1.18,
f1_fuel_1995_12_27_2_10,27.00,1995.00,east bend #2 - cg&e,coal,ton,1197444.00,24.89,29.37,28.50,1.18,
f1_fuel_1995_12_27_2_13,27.00,1995.00,woodsdale gt,gas,mcf,3467508.00,1.02,2.12,2.12,2.25,
f1_fuel_1995_12_27_3_1,27.00,1995.00,killen #2 - total,coal,ton,1520846.00,24.27,33.44,32.25,1.39,
f1_fuel_1995_12_119_0_1,119.00,1995.00,michigan city,coal,ton,1440873.00,19.241999999999997,31.42,28.70,1.63,
f1_fuel_1995_12_119_0_2,119.00,1995.00,michigan city,gas,mcf,1929881.00,1.02,2.45,2.45,2.40,
f1_fuel_1995_12_119_0_4,119.00,1995.00,d.h.mitchell,coal,ton,948197.00,18.97,28.82,27.05,1.52,
f1_fuel_1995_12_119_0_7,119.00,1995.00,bailly,coal,ton,1384562.00,21.733999999999998,31.34,30.13,1.44,
f1_fuel_1995_12_119_0_8,119.00,1995.00,bailly,gas,mcf,486193.00,1.02,2.78,2.78,2.72,
f1_fuel_1995_12_119_0_10,119.00,1995.00,r.m.schahfer,coal,ton,4257465.00,19.310000000000002,26.11,24.42,1.35,
f1_fuel_1995_12_119_0_11,119.00,1995.00,r.m.schahfer,gas,mcf,1085404.00,1.02,2.68,2.68,2.62,
f1_fuel_1995_12_119_0_13,119.00,1995.00,d.h.mitchell,gas,mcf,36016.00,1.02,2.46,2.46,2.41,
f1_fuel_1995_12_119_1_1,119.00,1995.00,bailly,gas,mcf,74542.00,1.02,2.54,2.54,2.49,
f1_fuel_1995_12_119_1_4,119.00,1995.00,r.m.schahfer,gas,mcf,555620.00,1.02,2.42,2.42,2.37,
f1_fuel_1995_12_126_0_1,126.00,1995.00,r.e. burger,coal,ton,688412.00,24.93,24.55,22.94,0.99,
f1_fuel_1995_12_126_0_4,126.00,1995.00,edgewater,gas,mcf,1367186.00,1.0250000000000001,2.11,2.11,2.06,
f1_fuel_1995_12_126_0_7,126.00,1995.00,niles,coal,ton,515116.00,24.334000000000003,26.73,26.09,1.10,
f1_fuel_1995_12_126_0_10,126.00,1995.00,w.h. sammis,coal,ton,5145522.00,24.42,31.75,31.23,1.30,
f1_fuel_1995_12_126_0_13,126.00,1995.00,b. mansfield,coal,ton,2643332.00,24.12,39.92,38.97,1.66,
f1_fuel_1995_12_134_2_10,134.00,1995.00,craig plant,coal,ton,646169.00,19.94,20.16,20.30,1.01,
f1_fuel_1995_12_134_2_11,134.00,1995.00,craig plant,gas,mcf,13532.00,1.07,2.10,2.10,1.97,
f1_fuel_1995_12_129_0_1,129.00,1995.00,north anna,nuclear,gramsU,1144807.00,0.12,47.62,23.22,0.41,
f1_fuel_1995_12_129_0_4,129.00,1995.00,clover,coal,ton,235389.00,25.56,20.67,37.31,0.76,
f1_fuel_1995_12_131_0_1,131.00,1995.00,lovett,gas,mcf,4313186.00,1.03,2.33,2.33,2.26,
f1_fuel_1995_12_131_0_3,131.00,1995.00,lovett,oil,bbl,140.00,5.80,29.41,30.53,5.07,
f1_fuel_1995_12_131_0_7,131.00,1995.00,bowline,gas,mcf,8313568.00,1.03,2.11,2.11,2.05,
f1_fuel_1995_12_213_0_4,213.00,1995.00,colby gt,gas,mcf,4652.00,0.95,3.51,3.51,3.69,
f1_fuel_1995_12_213_0_7,213.00,1995.00,great bend,gas,mcf,917.00,0.9700000000000001,4.28,4.28,4.41,
f1_fuel_1995_12_144_0_1,144.00,1995.00,edwardsport,coal,,110404.00,21.76,25.02,25.70,1.15,
f1_fuel_1995_12_144_0_4,144.00,1995.00,noblesville,coal,,74656.00,20.046000000000003,28.72,26.02,1.43,
f1_fuel_1995_12_144_0_7,144.00,1995.00,wabash river,coal,,1093026.00,22.15,28.09,27.32,1.27,
f1_fuel_1995_12_144_0_10,144.00,1995.00,gallagher,coal,,1150723.00,24.60,28.59,27.63,1.16,
f1_fuel_1995_12_144_0_13,144.00,1995.00,cayuga,coal,,2775191.00,22.18,28.37,27.61,1.28,
f1_fuel_1995_12_144_1_1,144.00,1995.00,gibson,coal,,7651239.00,21.88,31.42,31.84,1.44,
f1_fuel_1995_12_144_2_1,144.00,1995.00,wabash river,coal,,39797.00,21.60,19.04,18.80,0.88,
f1_fuel_1995_12_43_0_8,43.00,1995.00,edge moor 3 & 4,gas,mcf,445039.00,1.03,1.94,0.00,1.73,
f1_fuel_1995_12_136_0_1,136.00,1995.00,tmi #1,nuclear,kgU,266.00,0.06,34717.63,0.00,0.54,
f1_fuel_1995_12_136_0_4,136.00,1995.00,homer city #1 & #2,coal,ton,1534812.00,24.95,39.40,30.19,1.58,
f1_fuel_1995_12_136_0_7,136.00,1995.00,homer city #3,coal,ton,788449.00,25.10,41.75,39.40,1.66,
f1_fuel_1995_12_136_0_10,136.00,1995.00,shawville,coal,ton,1595602.00,24.55,28.97,28.03,1.18,
f1_fuel_1995_12_136_1_1,136.00,1995.00,seward,coal,ton,523965.00,24.50,28.87,25.78,1.18,
f1_fuel_1995_12_136_1_4,136.00,1995.00,warren,coal,ton,169722.00,24.50,34.75,31.18,1.42,
f1_fuel_1995_12_136_2_1,136.00,1995.00,blossburg,gas,mcf,28724.00,1.00,6.05,6.05,6.05,
f1_fuel_1995_12_136_2_5,136.00,1995.00,warren,gas,mcf,20.00,1.00,242.85,242.85,2.43,
f1_fuel_1995_12_143_0_7,143.00,1995.00,dickerson,coal,ton,1264322.00,25.99,38.11,35.36,1.47,
f1_fuel_1995_12_143_0_10,143.00,1995.00,dickerson c.t.,gas,mcf,3237150.00,1.03,2.00,1.93,1.94,
f1_fuel_1995_12_143_0_13,143.00,1995.00,potomac river,coal,ton,808301.00,26.072000000000003,45.50,42.10,1.75,
f1_fuel_1995_12_143_1_1,143.00,1995.00,morgantown,coal,ton,2366581.00,26.451999999999998,43.34,41.30,1.64,
f1_fuel_1995_12_143_1_7,143.00,1995.00,chalk point,coal,ton,1427969.00,26.29,44.16,40.89,1.68,
f1_fuel_1995_12_143_1_9,143.00,1995.00,chalk point,gas,mcf,459316.00,1.04,2.17,2.22,2.08,
f1_fuel_1995_12_143_1_10,143.00,1995.00,chalk point,coal,ton,15091.00,26.25,44.34,40.89,1.69,
f1_fuel_1995_12_143_1_12,143.00,1995.00,chalk point,gas,mcf,8998525.00,1.04,2.22,2.22,2.14,
f1_fuel_1995_12_143_1_13,143.00,1995.00,chalk point c.t.,gas,mcf,3081051.00,1.04,2.27,2.25,2.18,
f1_fuel_1995_12_143_2_1,143.00,1995.00,conemaugh,coal,ton,430043.00,24.94,29.92,28.49,1.20,
f1_fuel_1995_12_143_2_2,143.00,1995.00,conemaugh,gas,mcf,14164.00,1.03,3.40,3.40,3.30,
f1_fuel_1995_12_7_0_1,7.00,1995.00,"cholla units 1,2,3",coal,ton,1850266.00,19.86,32.46,31.75,1.63,
f1_fuel_1995_12_7_0_2,7.00,1995.00,"cholla units 1,2,3",oil,bbl,5182.00,5.82,34.64,30.17,5.96,
f1_fuel_1995_12_7_0_3,7.00,1995.00,"cholla units 1,2,3",gas,mcf,31657.00,0.88,2.12,2.09,2.40,
f1_fuel_1995_12_7_0_7,7.00,1995.00,4 corners,coal,ton,2157022.00,17.645999999999997,20.38,20.03,1.15,
f1_fuel_1995_12_7_0_8,7.00,1995.00,4 corners,gas,mcf,233679.00,1.01,3.24,3.24,3.20,
f1_fuel_1995_12_7_0_10,7.00,1995.00,4 corners,coal,ton,993756.00,17.64,20.25,19.00,1.15,
f1_fuel_1995_12_7_0_11,7.00,1995.00,4 corners,gas,mcf,40807.00,1.01,3.22,3.22,3.18,
f1_fuel_1995_12_7_0_13,7.00,1995.00,ocotillo 1&2,gas,mcf,2022427.00,1.02,1.82,1.80,1.79,
f1_fuel_1995_12_7_1_1,7.00,1995.00,saguaro units 1&2,oil,bbl,3840.00,6.2494320000000005,34.00,32.07,5.44,
f1_fuel_1995_12_7_1_2,7.00,1995.00,saguaro units 1&2,gas,mcf,1029408.00,1.03,1.77,1.75,1.73,
f1_fuel_1995_12_7_1_4,7.00,1995.00,yucca 1,gas,mcf,205083.00,1.02,1.83,1.83,1.79,
f1_fuel_1995_12_7_1_10,7.00,1995.00,"navajo 1,2,3",coal,ton,980886.00,20.31,24.83,24.02,1.22,
f1_fuel_1995_12_7_2_1,7.00,1995.00,yucca comb turbine,oil,bbl,93.00,5.83,29.14,26.48,5.00,
f1_fuel_1995_12_7_2_2,7.00,1995.00,yucca comb turbine,gas,mcf,111949.00,1.02,1.88,1.86,1.84,
f1_fuel_1995_12_7_2_4,7.00,1995.00,douglas,oil,bbl,422.00,5.83,31.06,27.45,5.33,
f1_fuel_1995_12_7_2_7,7.00,1995.00,ocotillo 1&2,gas,mcf,212331.00,1.02,1.87,1.84,1.83,
f1_fuel_1995_12_147_0_1,147.00,1995.00,san juan,coal,ton,2565337.00,19.32,34.50,33.61,1.79,
f1_fuel_1995_12_147_0_2,147.00,1995.00,san juan,oil,bbl,18921.00,5.574911999999999,32.60,27.26,5.85,
f1_fuel_1995_12_147_0_4,147.00,1995.00,four corners,coal,ton,835407.00,17.63,18.84,18.84,1.07,
f1_fuel_1995_12_147_0_5,147.00,1995.00,four corners,gas,mcf,34096.00,1.02,2.85,2.85,2.81,
f1_fuel_1995_12_147_0_7,147.00,1995.00,reeves,gas,mcf,258967.00,1.03,2.47,2.47,2.40,
f1_fuel_1995_12_147_0_11,147.00,1995.00,las vegas,oil,bbl,221.00,5.76,36.08,0.00,6.27,
f1_fuel_1995_12_147_0_13,147.00,1995.00,palo verde,nuclear,kgU,432.00,0.07,32753.00,1436.99,0.05,
f1_fuel_1995_12_148_0_1,148.00,1995.00,tulsa,gas,mcf,1576795.00,1.03,1.95,1.95,1.90,
f1_fuel_1995_12_148_0_4,148.00,1995.00,riverside,gas,mcf,35487117.0,1.03,2.08,2.08,2.01,
f1_fuel_1995_12_148_0_7,148.00,1995.00,northeastern 1&2,gas,mcf,22572920.0,1.03,2.05,2.05,1.99,
f1_fuel_1995_12_148_0_10,148.00,1995.00,northeastern 3&4,coal,ton,3427163.00,16.119999999999997,20.08,20.08,1.25,
f1_fuel_1995_12_148_0_11,148.00,1995.00,northeastern 3&4,gas,mcf,1189393.00,1.03,20.00,20.00,1.94,
f1_fuel_1995_12_148_0_13,148.00,1995.00,comanche,gas,mcf,14725658.0,1.05,2.13,2.13,2.02,
f1_fuel_1995_12_148_1_7,148.00,1995.00,southwestern,gas,mcf,11971802.0,1.04,2.11,2.11,2.04,
f1_fuel_1995_12_148_1_10,148.00,1995.00,oklaunion,coal,ton,401241.00,16.70,26.79,26.79,1.60,
f1_fuel_1995_12_148_1_13,148.00,1995.00,weleetka,gas,mcf,50010.00,1.0250000000000001,1.98,1.98,1.93,
f1_fuel_1995_12_155_0_1,155.00,1995.00,encina,gas,mcf,20731799.0,1.02,1.63,1.63,1.60,
f1_fuel_1995_12_155_0_4,155.00,1995.00,south bay,gas,mcf,18268730.0,1.02,1.67,1.67,1.63,
f1_fuel_1995_12_155_0_10,155.00,1995.00,el cajon,gas,mcf,4718.00,1.02,1.65,1.65,1.61,
f1_fuel_1995_12_155_0_11,155.00,1995.00,el cajon,oil,bbl,63.00,5.78,29.63,0.00,5.13,
f1_fuel_1995_12_155_0_13,155.00,1995.00,kearny,gas,mcf,39625.00,1.02,1.65,1.65,1.61,
f1_fuel_1995_12_155_0_14,155.00,1995.00,kearny,oil,bbl,914.00,5.79,29.63,0.00,5.13,
f1_fuel_1995_12_155_1_7,155.00,1995.00,encina,gas,mcf,4978.00,1.02,1.65,1.65,1.61,
f1_fuel_1995_12_155_1_8,155.00,1995.00,encina,oil,bbl,64.00,5.781257999999999,29.63,0.00,5.13,
f1_fuel_1995_12_155_1_10,155.00,1995.00,so. bay,gas,mcf,7.00,1.00,1.65,1.65,1.61,
f1_fuel_1995_12_155_1_11,155.00,1995.00,so. bay,oil,bbl,414.00,5.63,29.63,0.00,5.13,
f1_fuel_1995_12_155_1_13,155.00,1995.00,n.t.c.,gas,mcf,5542.00,1.02,1.65,1.65,1.61,
f1_fuel_1995_12_155_1_14,155.00,1995.00,n.t.c.,oil,bbl,70.00,5.87,29.63,0.00,5.13,
f1_fuel_1995_12_155_2_7,155.00,1995.00,no. island,gas,mcf,8526.00,1.02,1.65,1.65,1.61,
f1_fuel_1995_12_155_2_8,155.00,1995.00,no. island,oil,bbl,560.00,5.73,29.63,0.00,5.13,
f1_fuel_1995_12_155_2_10,155.00,1995.00,naval station,gas,mcf,20729.00,1.02,1.65,1.65,1.65,
f1_fuel_1995_12_155_2_11,155.00,1995.00,naval station,oil,bbl,588.00,5.80,29.63,0.00,5.13,
f1_fuel_1995_12_155_2_13,155.00,1995.00,miramar,gas,mcf,30296.00,1.02,1.65,1.65,1.61,
f1_fuel_1995_12_155_2_14,155.00,1995.00,miramar,oil,bbl,92.00,5.7608880000000005,29.63,0.00,5.13,
f1_fuel_1995_12_155_3_8,155.00,1995.00,division,oil,bbl,378.00,5.78,29.63,0.00,5.13,
f1_fuel_1995_12_157_0_1,157.00,1995.00,tracy,gas,mcf,9674790.00,1.03,1.97,1.97,1.92,
f1_fuel_1995_12_157_0_4,157.00,1995.00,ft.churchill,gas,mcf,12761998.0,1.03,1.70,1.70,1.65,
f1_fuel_1995_12_157_0_7,157.00,1995.00,valmy,coal,ton,927355.00,21.91,46.24,42.68,2.19,
f1_fuel_1995_12_160_0_1,160.00,1995.00,williams,coal,ton,1161584.00,25.83,42.53,42.27,1.65,
f1_fuel_1995_12_176_0_1,176.00,1995.00,irvington,coal,ton,240358.00,19.81,18.70,18.70,0.94,
f1_fuel_1995_12_176_0_2,176.00,1995.00,irvington,gas,mcf,910620.00,1.03,1.74,1.74,1.70,
f1_fuel_1995_12_176_0_4,176.00,1995.00,springerville,coal,ton,2760003.00,18.06,39.68,39.68,2.20,
f1_fuel_1995_12_176_0_7,176.00,1995.00,four corners,coal,ton,423974.00,17.65,20.28,20.28,1.15,
f1_fuel_1995_12_176_0_9,176.00,1995.00,four corners,gas,mcf,17509.00,1.0150000000000001,2.94,2.94,2.90,
f1_fuel_1995_12_176_0_10,176.00,1995.00,san juan,coal,ton,1111059.00,19.311999999999998,33.74,33.74,1.75,
f1_fuel_1995_12_176_0_13,176.00,1995.00,navajo,coal,ton,491241.00,22.04,24.58,24.58,1.12,
f1_fuel_1995_12_176_1_8,176.00,1995.00,demoss petrie,gas,mcf,34428.00,1.03,1.73,1.73,1.69,
f1_fuel_1995_12_176_1_11,176.00,1995.00,irvington,gas,mcf,17608.00,1.03,1.91,1.91,1.86,
f1_fuel_1995_12_176_1_14,176.00,1995.00,"north loop1,2,3,4",gas,mcf,115608.00,1.03,1.68,1.68,1.64,
f1_fuel_1995_12_7_2_10,7.00,1995.00,west phoenix 1&2,gas,mcf,109160.00,1.02,1.79,1.77,1.75,
f1_fuel_1995_12_7_2_13,7.00,1995.00,saguaro 1&2,gas,mcf,79059.00,1.03,1.83,1.80,1.78,
f1_fuel_1995_12_182_0_1,182.00,1995.00,sibley,coal,ton,1317710.00,19.830000000000002,21.93,20.52,1.11,
